,Year,Total,APPLICATION_TYPE,STATUS,ADDRESS,Postcode,_id,Neighbourhood,Rent
515,2012,"1,108",CD,Closed,758 SHEPPARD AVE,M3H,164693,Bathurst Manor,"1,111"
461,2018,"1,370",CD,Draft Plan Approved,95 BERKELEY ST,M5A,164712,,
1,2008,"1,021",CD,Closed,22 D BIRCH AVE,M4V,164731,,
3,2008,"1,021",CD,Closed,22 B BIRCH AVE,M4V,164732,,
119,2018,"1,370",CD,Draft Plan Approved,850 YONGE ST,M4W,164741,Rosedale,**
120,2018,"1,370",CD,Draft Plan Approved,850 YONGE ST,M4W,164742,Rosedale,**
0,2008,"1,021",CD,Closed,22 A BIRCH AVE,M4V,164795,,
749,2017,"1,308",CD,Draft Plan Approved,1030 ISLINGTON AVE,M8Z,164801,,
272,2010,"1,048",CD,Closed,1717 AVENUE RD,M5M,164819,,
260,2019,,CD,Under Review ,621 SHEPPARD AVE,M2K,164854,,
70,2019,,CD,Under Review ,5 WELLESLEY ST,M4Y,164886,,
69,2019,,CD,Under Review ,5 WELLESLEY ST,M4Y,164887,,
673,2018,"1,370",CD,Under Review ,2183 LAKE SHORE BLVD,M8V,164946,New Toronto,"1,046"
672,2018,"1,370",CD,Under Review ,2183 LAKE SHORE BLVD,M8V,164947,New Toronto,"1,046"
692,2016,"1,240",CD,Closed,130 GEORGE HENRY BLVD,M2J,165009,Henry Farm,"1,396"
671,2018,"1,370",CD,Under Review ,2183 LAKE SHORE BLVD,M8V,165148,New Toronto,"1,046"
773,2016,"1,240",CD,Closed,36 PARK LAWN RD,M8Y,165227,,
774,2017,"1,308",CD,Under Review ,10 PARK LAWN RD,M8Y,165235,,
202,2015,"1,208",CD,Under Review ,28 MARINA AVE,M8W,165247,Long Branch,949
201,2015,"1,208",CD,Under Review ,28 MARINA AVE,M8W,165247,Alderwood,"1,084"
2,2008,"1,021",CD,Closed,22 C BIRCH AVE,M4V,165377,,
703,2018,"1,370",CD,Closed,05-Mar ALLENBURY GDNS,M2J,165419,Henry Farm,"1,526"
189,2012,"1,108",CD,Closed,3563 LAKE SHORE BLVD,M8W,165426,Alderwood,"1,133"
190,2012,"1,108",CD,Closed,3563 LAKE SHORE BLVD,M8W,165426,Long Branch,831
187,2010,"1,048",CD,Closed,20 MARINA AVE,M8W,165433,Alderwood,**
188,2010,"1,048",CD,Closed,20 MARINA AVE,M8W,165433,Long Branch,"1,149"
658,2012,"1,108",CD,Closed,2230 LAKE SHORE BLVD,M8V,165448,New Toronto,854
768,2014,"1,170",CD,Closed,475 ROGERS RD,M6M,165706,Mount Dennis,"1,053"
210,2018,"1,370",CD,Under Review ,68 DAISY AVE,M8W,165711,Long Branch,"1,041"
209,2018,"1,370",CD,Under Review ,68 DAISY AVE,M8W,165711,Alderwood,"1,435"
769,2019,,CD,Under Review ,2 BICKNELL AVE,M6M,165788,,
751,2013,"1,138",CD,Closed,2 OLD MILL DR,M6S,165914,,
674,2019,,CD,Under Review ,2147 LAKE SHORE BLVD,M8V,165940,,
829,2019,,CD,Under Review ,241 JARVIS ST,M5B,165953,,
177,2017,"1,308",CD,Final Approval Completed,204 BATHURST ST,M5T,165973,,
173,2016,"1,240",CD,Closed,571 DUNDAS ST,M5T,166016,,
752,2013,"1,138",CD,Closed,2500 BLOOR ST,M6S,166076,,
181,2019,,CD,Under Review ,571 DUNDAS ST,M5T,166088,,
668,2016,"1,240",CD,Draft Plan Approved,2151-2153 LAKE SHORE BLVD,M8V,166120,New Toronto,950
583,2013,"1,138",CD,Closed,1:00 AM LYNDHURST CRT,M5R,166145,,
667,2016,"1,240",CD,Draft Plan Approved,2151-2153 LAKE SHORE BLVD,M8V,166185,New Toronto,950
665,2014,"1,170",CD,Closed,2157 LAKE SHORE BLVD,M8V,166196,New Toronto,879
756,2017,"1,308",CD,Closed,2800 KEELE ST,M3M,166202,,
586,2014,"1,170",CD,Closed,32 DAVENPORT RD,M5R,166236,,
582,2013,"1,138",CD,Closed,1 B LYNDHURST CRT,M5R,166337,,
581,2013,"1,138",CD,Closed,1 C LYNDHURST CRT,M5R,166340,,
499,2013,"1,138",CD,Closed,21 SHAFTESBURY AVE,M4T,166389,Moore Park,"1,439"
858,2019,,CD,Under Review ,25 WELLESLEY ST,M7A,166412,,
857,2019,,CD,Under Review ,25 WELLESLEY ST,M7A,166413,,
535,2019,,CD,Under Review ,4342 LAWRENCE AVE,M1E,166470,,
18,2008,"1,021",CD,Closed,3670 VICTORIA PARK AVE,M2H,166494,,
693,2016,"1,240",CD,Closed,80 FOREST MANOR RD,M2J,166818,Henry Farm,"1,396"
85,2015,"1,208",CD,Under Review ,1973 VICTORIA PARK AVE,M1R,166825,,
656,2016,"1,240",CD,Closed,927 A EGLINTON AVE,M6C,166902,Humewood-Cedarvale,"1,386"
468,2011,"1,073",CD,Closed,2761 MARKHAM RD,M1X,166952,,
248,2010,"1,048",CD,Closed,0 SINGER CRT,M2K,167180,Bayview Village,"1,325"
661,2013,"1,138",CD,Closed,68 MARINE PARADE DR,M8V,167219,New Toronto,886
465,2019,,CD,Under Review ,325 GERRARD ST,M5A,167319,,
79,2011,"1,073",CD,Closed,484 LYTTON BLVD,M5N,167516,,
366,2015,"1,208",CD,Closed,199 RICHMOND ST,M5V,167635,,
389,2016,"1,240",CD,Closed,199 RICHMOND ST,M5V,167636,,
573,2018,"1,370",CD,Draft Plan Approved,955 BAY ST,M5S,167663,,
319,2014,"1,170",CD,Closed,180 SUDBURY ST,M6J,167696,,
745,2016,"1,240",CD,Draft Plan Approved,26 FIELDWAY RD,M8Z,167859,,
744,2016,"1,240",CD,Draft Plan Approved,30 FIELDWAY RD,M8Z,167862,,
748,2017,"1,308",CD,Closed,1040 ISLINGTON AVE,M8Z,167869,,
747,2017,"1,308",CD,Draft Plan Approved,1040 ISLINGTON AVE,M8Z,167870,,
678,2017,"1,308",CD,Draft Plan Approved,2059 WESTON RD,M9N,167927,Weston,"1,117"
746,2016,"1,240",CD,Closed,46 NORTH QUEEN ST,M8Z,169682,,
742,2014,"1,170",CD,Closed,760 THE QUEENSWAY  ,M8Z,169948,,
701,2018,"1,370",CD,Closed,17 ALLENBURY GDNS,M2J,170088,Henry Farm,"1,526"
771,2017,"1,308",CD,Draft Plan Approved,10 YORK ST,M5J,170090,,
367,2015,"1,208",CD,Closed,441 RICHMOND ST,M5V,170224,,
837,2017,"1,308",CD,Closed,1088 KINGSTON RD,M1N,170262,,
421,2018,"1,370",CD,Under Review ,8833 SHEPPARD AVE,M1B,170308,Rouge,"1,162"
451,2018,"1,370",CD,Draft Plan Approved,118 PARLIAMENT ST,M5A,170369,,
848,2016,"1,240",CD,Closed,400 A HOPEWELL AVE,M6E,170397,,
847,2016,"1,240",CD,Closed,400 HOPEWELL AVE,M6E,170400,,
699,2018,"1,370",CD,Closed,3 KINGSLAKE RD,M2J,170413,Henry Farm,"1,526"
86,2015,"1,208",CD,Under Review ,1979 VICTORIA PARK AVE,M1R,170443,,
700,2018,"1,370",CD,Closed,5 KINGSLAKE RD,M2J,170450,Henry Farm,"1,526"
40,2016,"1,240",CD,Closed,50 CHARLES ST,M4Y,170465,,
44,2017,"1,308",CD,Closed,50 CHARLES ST,M4Y,170467,,
167,2015,"1,208",CD,Draft Plan Approved,17 R BEVERLEY ST,M5T,170509,,
250,2010,"1,048",CD,Closed,676 SHEPPARD AVE,M2K,170530,Bayview Village,"1,325"
15,2016,"1,240",CD,Closed,221 ST CLAIR AVE,M4V,170549,,
574,2012,"1,108",CD,Draft Plan Approved,175 MADISON AVE,M5R,170584,,
702,2018,"1,370",CD,Closed,11 ALLENBURY GDNS,M2J,170594,Henry Farm,"1,526"
136,2016,"1,240",CD,Closed,1962 QUEEN ST,M4L,170632,,
507,2012,"1,108",CD,Closed,2 EVA RD,M9C,170648,,
655,2016,"1,240",CD,Closed,925 EGLINTON AVE,M6C,170669,Humewood-Cedarvale,"1,386"
654,2016,"1,240",CD,Closed,927 EGLINTON AVE,M6C,170672,Humewood-Cedarvale,"1,386"
546,2014,"1,170",CD,Closed,50 CURZON ST,M4M,170681,,
344,2010,"1,048",CD,Closed,570 WELLINGTON ST,M5V,170688,,
399,2018,"1,370",CD,Draft Plan Approved,602 KING ST,M5V,170749,,
805,2018,"1,370",CD,Closed,173 EGLINTON AVE,M4P,170764,,
592,2015,"1,208",CD,Closed,185 DAVENPORT RD,M5R,170790,,
588,2014,"1,170",CD,Closed,133 HAZELTON AVE,M5R,170802,,
30,2013,"1,138",CD,Closed,568 JARVIS ST,M4Y,170854,,
568,2016,"1,240",CD,Closed,3 SULTAN ST,M5S,170895,,
184,2019,,CD,Under Review ,203 COLLEGE ST,M5T,170948,,
28,2008,"1,021",CD,Closed,35 HAYDEN ST,M4Y,170979,,
13,2016,"1,240",CD,Closed,217 ST CLAIR AVE,M4V,171019,,
440,2017,"1,308",CD,Closed,132 QUEENS QUAY  ,M5A,171050,,
733,2016,"1,240",CD,Closed,646 KINGSTON RD,M4E,171062,The Beaches,"1,217"
482,2011,"1,073",CD,Closed,840 COXWELL AVE,M4C,171115,,
350,2012,"1,108",CD,Closed,24 BATHURST ST,M5V,171163,,
81,2017,"1,308",CD,Closed,1238 AVENUE RD,M5N,171224,,
17,2019,,CD,Under Review ,111 ST CLAIR AVE,M4V,171250,,
669,2016,"1,240",CD,Closed,250 ROYAL YORK RD,M8V,171426,New Toronto,950
365,2015,"1,208",CD,Closed,445 RICHMOND ST,M5V,171446,,
532,2016,"1,240",CD,Closed,280 MANSE RD,M1E,171492,Guildwood,**
533,2016,"1,240",CD,Closed,280 MANSE RD,M1E,171492,Morningside,"1,043"
534,2016,"1,240",CD,Closed,280 MANSE RD,M1E,171492,West Hill,"1,068"
770,2014,"1,170",CD,Closed,16 YORK ST,M5J,171662,,
80,2012,"1,108",CD,Closed,1246 AVENUE RD,M5N,171671,,
55,2018,"1,370",CD,Closed,35 DUNDONALD ST,M4Y,171685,,
670,2016,"1,240",CD,Closed,2175 LAKE SHORE BLVD,M8V,171715,New Toronto,950
240,2017,"1,308",CD,Draft Plan Approved,5218 YONGE ST,M2N,171764,,
315,2013,"1,138",CD,Closed,180 SHAW ST,M6J,171779,,
591,2015,"1,208",CD,Closed,38 HAZELTON AVE,M5R,171815,,
604,2017,"1,308",CD,Closed,1445 BATHURST ST,M5R,171817,,
165,2015,"1,208",CD,Closed,270 SPADINA AVE,M5T,171851,,
221,2010,"1,048",CD,Under Review ,4759-4789 YONGE ST,M2N,171898,,
231,2012,"1,108",CD,Draft Plan Approved,4759-4789 YONGE ST,M2N,171899,,
755,2014,"1,170",CD,Closed,2737 KEELE ST,M3M,171968,,
56,2018,"1,370",CD,Closed,50 WELLESLEY ST,M4Y,171977,,
60,2019,,CD,Under Review ,50 WELLESLEY ST,M4Y,171978,,
166,2015,"1,208",CD,Draft Plan Approved,23 BEVERLEY ST,M5T,172016,,
472,2012,"1,108",CD,Closed,1638 BLOOR ST,M6P,172153,,
838,2017,"1,308",CD,Closed,1092 KINGSTON RD,M1N,172167,,
603,2017,"1,308",CD,Closed,1451 BATHURST ST,M5R,172210,,
649,2012,"1,108",CD,Closed,530 ST CLAIR AVE,M6C,172256,Humewood-Cedarvale,"1,141"
95,2014,"1,170",CD,Closed,30 HOWARD PARK AVE,M6R,172285,Roncesvalles,942
659,2013,"1,138",CD,Closed,2200 LAKE SHORE BLVD,M8V,172316,New Toronto,886
660,2013,"1,138",CD,Closed,2200 LAKE SHORE BLVD,M8V,172317,New Toronto,886
766,2014,"1,170",CD,Closed,2010 ELLESMERE RD,M1H,172341,,
72,2009,"1,018",CD,Closed,1670 BAYVIEW AVE,M4G,172351,,
343,2019,,CD,Under Review ,45 DOVERCOURT RD,M6J,172379,,
723,2016,"1,240",CD,Closed,3087-3095 DUFFERIN ST,M6A,172413,,
340,2016,"1,240",CD,Closed,109 OSSINGTON AVE,M6J,172421,,
439,2016,"1,240",CD,Closed,210 EASTERN AVE,M5A,172629,,
398,2018,"1,370",CD,Draft Plan Approved,11 ADELAIDE PL,M5V,172749,,
31,2013,"1,138",CD,Closed,75 ST NICHOLAS ST,M4Y,172766,,
782,2017,"1,308",CD,Under Review ,99 BROADWAY AVE,M4P,172835,,
82,2009,"1,018",CD,Under Review,1973-1991 VICTORIA PARK AVE,M1R,172837,,
90,2015,"1,208",CD,Under Review ,1973-1991 VICTORIA PARK AVE,M1R,172838,,
608,2019,,CD,Under Review ,78 LOWTHER AVE,M5R,172842,,
593,2015,"1,208",CD,Closed,185 DAVENPORT RD,M5R,172864,,
312,2011,"1,073",CD,Closed,250 MANNING AVE,M6J,172873,,
282,2010,"1,048",CD,Closed,8 HIGHBOURNE RD,M5P,172930,Forest Hill North,"1,066"
741,2014,"1,170",CD,Final Approval Completed,892 THE QUEENSWAY  ,M8Z,172948,,
191,2012,"1,108",CD,Closed,3567 LAKE SHORE BLVD,M8W,173038,Alderwood,"1,133"
192,2012,"1,108",CD,Closed,3567 LAKE SHORE BLVD,M8W,173038,Long Branch,831
759,2017,"1,308",CD,Closed,1377 SHEPPARD AVE,M3K,173062,,
760,2017,"1,308",CD,Closed,1377 SHEPPARD AVE,M3K,173064,,
677,2015,"1,208",CD,Draft Plan Approved,2179 WESTON RD,M9N,173071,Weston,"1,045"
131,2013,"1,138",CD,Closed,17 KIPPENDAVIE AVE,M4L,173132,,
307,2016,"1,240",CD,Closed,1657 BATHURST ST,M5P,173220,Forest Hill North,"1,327"
263,2014,"1,170",CD,Draft Plan Approved,19 CUNNINGHAM AVE,M6K,173263,,
601,2017,"1,308",CD,Closed,135 YORKVILLE AVE,M5R,173275,,
609,2019,,CD,Under Review ,135 YORKVILLE AVE,M5R,173277,,
308,2019,,CD,Under Review ,1486 BATHURST ST,M5P,173296,,
203,2015,"1,208",CD,Under Review ,62 LONG BRANCH AVE,M8W,173315,Alderwood,"1,084"
204,2015,"1,208",CD,Under Review ,62 LONG BRANCH AVE,M8W,173315,Long Branch,949
107,2015,"1,208",CD,Closed,1 BLOOR ST,M4W,173332,Rosedale,**
549,2018,"1,370",CD,Under Review ,175 JONES AVE,M4M,173344,,
584,2014,"1,170",CD,Closed,32 DAVENPORT RD,M5R,173380,,
537,2012,"1,108",CD,Closed,999 DUNDAS ST,M4M,173479,,
740,2013,"1,138",CD,Closed,1144 ISLINGTON AVE,M8Z,173535,,
617,2012,"1,108",CD,Closed,37 KING ST,M5C,173571,,
800,2018,"1,370",CD,Draft Plan Approved,171 ROEHAMPTON AVE,M4P,173719,,
739,2018,"1,370",CD,Under Review ,480 UNIVERSITY AVE,M5G,173734,,
429,2015,"1,208",CD,Closed,364 DUNDAS ST,M5A,173736,,
132,2013,"1,138",CD,Closed,76 KIPPENDAVIE AVE,M4L,173888,,
228,2012,"1,108",CD,Closed,135 FINCH AVE,M2N,173917,,
317,2014,"1,170",CD,Draft Plan Approved,844 RICHMOND ST,M6J,174035,,
41,2016,"1,240",CD,Closed,50-60 CHARLES ST,M4Y,174045,,
43,2017,"1,308",CD,Closed,50-60 CHARLES ST,M4Y,174046,,
452,2018,"1,370",CD,Draft Plan Approved,122 PARLIAMENT ST,M5A,174059,,
176,2016,"1,240",CD,Closed,297 COLLEGE ST,M5T,174135,,
662,2013,"1,138",CD,Closed,120 TWENTY FOURTH ST,M8V,174160,New Toronto,886
478,2019,,CD,Under Review ,3260 DUNDAS ST,M6P,174204,,
505,2014,"1,170",CD,Closed,280 DONLANDS AVE,M4J,174222,,
133,2014,"1,170",CD,Closed,303 KINGSTON RD,M4L,174251,,
